First_Name Middle_Name,Family_Name,Category,Primary Affiliation,Secondary Affiliations,Researcher ID URL,RID
James F,Sallis,"Social Sciences, general","University of California, San Diego, USA","San Diego State University, USA",,
James F,Wilson,Molecular Biology & Genetics,"The University of Edinburgh, UK",,,
James G,Analytis,Physics,"University of California, Berkeley, USA",,,
James H,Stock,Economics & Business,"Harvard University, USA",,,
James J,Collins,Biology & Biochemistry,"Boston University, USA","Harvard University, USA",,
James J,Giovannoni,Plant & Animal Science,"Cornell University, USA","USDA ARS, USA",,
James J,Gross,Psychiatry/Psychology,"Stanford University, USA",,,
James J,Heckman,Economics & Business,"University of Chicago, USA",,,
James M,Gold,Psychiatry/Psychology,"University of Maryland, Baltimore, USA",,,
James M,Tour,Chemistry,"Rice University, USA",,,
James N,Druckman,"Social Sciences, general","Northwestern University, USA",,,
James N,Galloway,Environment/Ecology,"University of Virginia, USA",,,
James N,Ingle,Clinical Medicine,"Mayo Medical School, USA",,,
James O,Berger,Mathematics,"Duke University, USA","King Abdulaziz University, Saudi Arabia",,
James R,Cole,Biology & Biochemistry,"Michigan State University, USA",,,
James R,Downing,Clinical Medicine,"St Jude Childrens Hosp, USA",,,
James R,Durrant,Materials Science,"Imperial College London, UK",,,
James T,Annis,Space Science,"Fermilab Natl Accelerator Lab, USA",,,
James T,Randerson,Geosciences,"University of California, Irvine, USA",,,
Jamie,Peck,"Social Sciences, general","University of British Columbia (UBC), Canada",,http://www.researcherid.com/rid/A-9072-2009,A-9072-2009
Jamie R,Lead,Environment/Ecology,"University of South Carolina - Columbia, USA",,,
Jan,Baeyens,Engineering,"University of Warwick, UK",,,
Jan,Kajstura,Clinical Medicine,"Harvard University, USA",,,
Jan A,Delcour,Agricultural Sciences,"KU Leuven, Belgium",,,
Jan A,Staessen,Clinical Medicine,"KU Leuven, Belgium",,,
Jan C (Kees),Hummelen,Materials Science,"University of Groningen, Netherlands",,http://www.researcherid.com/rid/D-7387-2012,D-7387-2012
Jane,Elith,Environment/Ecology,"University of Melbourne, Australia",,,
Jane,Glazebrook,Plant & Animal Science,"University of Minnesota, Twin Cities, USA",,,
Jane,Grimwood,Plant & Animal Science,"HudsonAlpha Inst Biotechnol, USA",,,
Jane A,Cauley,Clinical Medicine,"University of Pittsburgh, USA",,,
Jane A,McKeating,Microbiology,"University of Birmingham, UK",,,
Jane E,Parker,Plant & Animal Science,"Max Planck Inst Plant Breeding Res, Germany",,,
Jan-Hinnerk,Vogel,Biology & Biochemistry,"Genentech Inc, USA",,,
Janice,Pogue,Clinical Medicine,"Hamilton Hlth Sci, Canada","McMaster University, Canada",,
Jason D,Fontenot,Immunology,"Biogen Idec, USA",,,
Jason G,Cyster,Immunology,"University of California, San Francisco, USA",,,
Jason H,Moore,Computer Science,"Dartmouth College, USA",,,
Jason M,Brenchley,Immunology,"NIAID, USA",,,
Jaume,Flexas,Plant & Animal Science,"University of Illes Balears, Spain",,,
Javier,Herrero,Biology & Biochemistry,"European Bioinformat Inst, UK",,,
Jay,Shendure,Molecular Biology & Genetics,"University of Washington, USA",,,
Jay D,Keasling,Biology & Biochemistry,"Joint Bioenergy Inst, USA","University of California, Berkeley, USA",,
Jay N,Giedd,Neuroscience & Behavior,"NIMH, USA",,,
Jay P,Norris,Space Science,"Boise State University, USA",,,
Jean,Jouzel,Geosciences,"Laboratoire des Sciences du Climat et de l'Environnement (CEA-CNRS-University of Versailles) and Institut Pierre Simon Laplace, France",,,
Jean,Tirole,Economics & Business,"Toulouse School of Economics, France",,,
Jean,Vander Auwera,Engineering,"University Libre Bruxelles, Belgium",,,
Jean M J,Frechet,Chemistry,"King Abdullah University of Science and Technology, Saudi Arabia","University of California, Berkeley, USA",,
Jean-Christophe,Leroux,Pharmacology & Toxicology,"Swiss Federal Institute of Technology Zurich, Switzerland",,,
Jean-Francois,Lamarque,Geosciences,"Natl Ctr Atmospher Res, USA",,,
Jean-Frederic,Colombel,Clinical Medicine,"Icahn School of Medicine at Mount Sinai, USA","Lille 2 University of Health and Law, France",,
Jean-Jacques,Hublin,"Social Sciences, general","Max Planck Inst Evolutionary Anthropol, Germany",,,
Jean-Laurent,Casanova,Immunology,"Rockefeller University, USA","INSERM, France; University of Paris Descartes (Paris 5), France",,
Jean-Luc,Bredas,Chemistry,"King Abdullah University of Science & Technology - KAUST, Saudi Arabia","Georgia Institute of Technology - Georgia Tech, United States",http://www.researcherid.com/rid/A-3431-2008,A-3431-2008
Jean-Luc,Harousseau,Clinical Medicine,"Hop Hotel Dieu, France",,,
Jean-Marc,Barnola,Geosciences,"Joseph Fourier University (Grenoble 1), France",,,
Jean-Marie,Flaud,Engineering,"University of Paris Diderot (Paris 7), France","University of Paris EST Creteil (Paris 12), France",,
Jean-Marie,Tarascon,Materials Science,"CNRS, France","University of Picardie, France; ALISTORE ERI European Res Inst, France",,
Jean-Philippe,Pin,Pharmacology & Toxicology,"Inst Genom Fonct, France","INSERM, France; University of Montpellier 1, France; University of Montpellier 2, France",,
Jean-Yves,Mandin,Engineering,"Pierre and Marie Curie University - Paris 6, France",,,
Jeff R L,Webb,Mathematics,"The University of Glasgow, UK",,,
Jeffery K,Taubenberger,Microbiology,"NIAID, USA",,,
Jeffery L,Dangl,Plant & Animal Science,"University of North Carolina at Chapel Hill, USA",,,
Jeffrey,Settleman,Clinical Medicine,"Genentech Inc, USA",,,
Jeffrey A,Bluestone,Immunology,"University of California, San Francisco, USA",,,
Jeffrey A,Engelman,Clinical Medicine,"Harvard University, USA","Massachusetts Gen Hosp, USA",,
Jeffrey A,Lieberman,Psychiatry/Psychology,"Columbia University, USA",,,
Jeffrey A,Munn,Space Science,"USN Observ, USA",,,
Jeffrey A,Sosman,Clinical Medicine,"Vanderbilt University, USA",,,
Jeffrey B,Blumberg,Agricultural Sciences,"Tufts University, USA",,,
Jeffrey C,Barrett,Molecular Biology & Genetics,"Wellcome Trust Sanger Inst, UK",,,
Jeffrey C,Miller,Biology & Biochemistry,"Sangamo BioSci Inc, USA",,,
Jeffrey D,Morenoff,"Social Sciences, general","University of Michigan - Ann Arbor, USA",,,
Jeffrey G,Andrews,Computer Science,"The University of Texas at Austin, USA",,,
Jeffrey G,Andrews,Engineering,"The University of Texas at Austin, USA",,,
Jeffrey I,Gordon,Microbiology,"Washington University in St. Louis, USA",,,
Jeffrey I,Zink,Chemistry,"University of California, Los Angeles, USA",,,
Jeffrey J,Popma,Clinical Medicine,"Beth Israel Deaconess Med Ctr, USA",,,
Jeffrey L,Anderson,Clinical Medicine,"Intermt Med Ctr, USA","University of Utah, USA",,
Jeffrey R,Gulcher,Molecular Biology & Genetics,"deCODE Genet, Iceland",,,
Jeffrey R,Long,Chemistry,"University of California, Berkeley, USA",,,
Jeffrey R,Pier,Space Science,"Natl Sci Fdn, USA",,,
Jeffrey T,Kiehl,Geosciences,"Natl Ctr Atmospher Res, USA",,,
Jeffrey W,Lynn,Physics,"NIST, USA",,,
Jen,Sheen,Plant & Animal Science,"Harvard University, USA","Massachusetts Gen Hosp, USA",,
Jen-Chih,Yao,Mathematics,"China  Medical University, Taiwan","King Abdulaziz University (KAU), Jeddah, Saudi Arabia, Saudi Arabia",http://www.researcherid.com/rid/A-9636-2013,A-9636-2013
Jennifer L,West,Materials Science,"Duke University, United States",,http://www.researcherid.com/rid/A-4582-2008,A-4582-2008
Jennifer R,Wortman,Microbiology,"Broad Inst, USA",,,
Jenny,Nelson,Materials Science,"Imperial College London, UK",,,
Jens,Stougaard,Plant & Animal Science,"Aarhus University, Denmark",,,
Jens K,Norskov,Chemistry,"SLAC Natl Accelerator Lab, USA","Stanford University, USA",,
Jeremy,Schmutz,Plant & Animal Science,"HudsonAlpha Inst Biotechnol, USA","Joint Genome Inst, USA",,
Jeremy B C,Jackson,Environment/Ecology,"University of California, San Diego, USA",,,
Jeremy D,Peterson,Microbiology,"Morgan, USA",,,
Jeremy D,Selengut,Biology & Biochemistry,"University of Maryland, College Park, USA",,,
Jeremy D,Selengut,Microbiology,"University of Maryland, College Park, USA",,,
Jeremy D,Walston,"Social Sciences, general","The Johns Hopkins University, USA",,,
Jeremy K,Nicholson,Pharmacology & Toxicology,"Imperial College London, UK",,,
Jeremy L,O'Brien,Physics,"University of Bristol, UK",,,
Jeroen J,Bax,Clinical Medicine,"Leiden University, Netherlands",,,
Jerold,Chun,Pharmacology & Toxicology,"Scripps Res Inst, USA",,,
Jerome,Chappellaz,Geosciences,"Centre National de la Recherche Scientifique (CNRS), France","Universite Joseph Fourier - Grenoble I (UJF), France",http://www.researcherid.com/rid/A-4872-2011,A-4872-2011
Jerome,Chave,Environment/Ecology,"Paul Sabatier University (Toulouse 3), France",,,
Jerome,Salse,Plant & Animal Science,"University of Auvergne, France",,,
Jerome H,Friedman,Mathematics,"Stanford University, USA",,,
Jerzy,Falandysz,Environment/Ecology,"Gdansk University, Poland",,,
Jesper V,Olsen,Molecular Biology & Genetics,"University of Copenhagen, Denmark",,,
Jesse H,Kroll,Geosciences,"Massachusetts Institute of Technology (MIT), USA",,,
Jesse M,Shapiro,Economics & Business,"University of Chicago, USA",,,
Jesus F,Salazar-Gonzalez,Microbiology,"The University of Alabama at Birmingham, USA",,,
Ji,Zhu,Mathematics,"University of Michigan - Ann Arbor, USA","King Abdulaziz University, Saudi Arabia",,
Jiaguo,Yu,Chemistry,"Wuhan University of Technology, China","King Abdulaziz University?Jeddah?Saudi Arabia, Saudi Arabia",http://www.researcherid.com/rid/G-4317-2010,G-4317-2010
Jiaguo,Yu,Materials Science,"Wuhan University of Technology, China","King Abdulaziz University, Saudi Arabia",,
Jian,Wang,Molecular Biology & Genetics,"BGI Shenzhen, China",,,
Jiang,He,Clinical Medicine,"Tulane University, USA",,,
Jiangping,Hu,Physics,"Purdue University - USA, United States","Institute of Physics,  Chinese Academy of Sciences, China",http://www.researcherid.com/rid/C-3320-2014,C-3320-2014
Jian-Kang,Zhu,Plant & Animal Science,"Purdue University - West Lafayette, USA",,,
Jian-Lin,Luo,Physics,"Chinese Academy of Sciences, China",,,
Jianqing,Fan,Mathematics,"Princeton University, USA",,,
Jian-Wei,Pan,Physics,"University of Science and Technology of China, China",,,
Jiaxing,Huang,Chemistry,"Northwestern University, USA",,,
Jiayang,Li,Plant & Animal Science,"Chinese Academy of Sciences, China",,,
Jie-Peng,Zhang,Chemistry,"Sun Yat-Sen University (ZhongShan University), China",,http://www.researcherid.com/rid/G-5251-2011,G-5251-2011
Jihad H,Kaouk,Clinical Medicine,"Cleveland Clin, USA",,,
Ji-Huan,He,Engineering,"Donghua University, China","Soochow University, China; Zhejiang A&F University, China",,
Jim,Van Os,Psychiatry/Psychology,"University of Maastricht (95%), Netherlands","King's College London (5%), UK",,
Jim Yang,Lee,Materials Science,"National University of Singapore, Singapore","Energy Studies Institute, Singapore",http://www.researcherid.com/rid/E-5904-2010,E-5904-2010
Jiming,Jiang,Plant & Animal Science,"University of Wisconsin - Madison, USA",,,
Jimmy C,Yu,Materials Science,"The Chinese University of Hong Kong, CUHK, Hong Kong SAR",,http://www.researcherid.com/rid/B-6388-2013,B-6388-2013
Jinde,Cao,Engineering,"Southeast University, China","King Abdulaziz University, Saudi Arabia",,
Jinde,Cao,Mathematics,"Southeast University, China","King Abdulaziz University, Saudi Arabia",,
Jing,Kong,Chemistry,"Massachusetts Institute of Technology (MIT), USA",,,
Jing Hua,Zhao,Molecular Biology & Genetics,"University of Cambridge, UK",,,
Jingyi,Chen,Chemistry,"University of Arkansas at Fayetteville, USA",,,
Jinhu,Lu,Engineering,"Chinese Academy of Sceinces, CAS, China","King Abdulaziz University, Saudi Arabia, Saudi Arabia",http://www.researcherid.com/rid/B-6851-2013,B-6851-2013
Jin-Hua,She,Engineering,"Tokyo University of Technology, Japan","Central South University, China",,
Jinling,Liang,Engineering,"Southeast University, China","King Abdulaziz University, Saudi Arabia",,
Jin-Quan,Yu,Chemistry,"Scripps Res Inst, USA",,,
Jinwoo,Cheon,Chemistry,"Yonsei University, South Korea",,,
Jiri,Friml,Plant & Animal Science,"Ghent University, Belgium","Flanders Institute for Biotechnology, Belgium; IST Austria, Austria",,
Jiujun,Zhang,Engineering,"Energy, Mining & Environment Portfolio, National Research Council of Canada, Canada",,,
Jiun-Haw,Chu,Physics,"University of California, Berkeley, USA",,,
Jo,Rycroft-Malone,"Social Sciences, general","Bangor University, UK",,,
Joachim,Escher,Mathematics,"University of Hannover, Germany",,,
Joachim,Kopka,Plant & Animal Science,"Max Planck Inst Mol Plant Physiol, Germany",,,
Joachim,Maier,Materials Science,"Max Planck Inst Solid State Res, Germany",,,
Joachim,Messing,Plant & Animal Science,"Rutgers, The State University of New Jersey - New Brunswick, USA",,,
Joan,Blade,Clinical Medicine,"Hosp Clin Barcelona, Spain","University of Barcelona, Spain",,
Joan F,Brennecke,Chemistry,"University of Notre Dame, USA",,,
Joan S,Ash,"Social Sciences, general","Oregon Health and Science University, USA",,,
Joann E,Manson,Clinical Medicine,"Harvard University, USA",,,
Joanne,Chory,Plant & Animal Science,"Salk Inst Biol Studies, USA",,,
Joanne M,Holden,Agricultural Sciences,"USDA, USA","Beltsville Human Nutr Res Ctr, USA",,
Jochen,Weiss,Agricultural Sciences,"University of Hohenheim, Germany",,,
Joe,Win,Plant & Animal Science,"The Sainsbury Laboratory, United Kingdom",,http://www.researcherid.com/rid/H-2557-2014,H-2557-2014
Joel,Linden,Pharmacology & Toxicology,"La Jolla Inst Allergy & Immunol, USA",,,
Joel A,Tropp,Computer Science,"California Institute of Technology, USA",,,
Joel N,Hirschhorn,Molecular Biology & Genetics,"Broad Inst, USA","Childrens Hosp, USA",,
Joerg,Bohlmann,Plant & Animal Science,"University of British Columbia, Canada",,,
Joerg,Kudla,Plant & Animal Science,"King Saud University ( KSU), Saudi Arabia","WWU Muenster - University Muenster, Germany",http://www.researcherid.com/rid/C-2174-2012,C-2174-2012
Joerg,Schmalian,Physics,"Karlsruhe Institute of Technology (KIT), Germany",,http://www.researcherid.com/rid/H-2313-2011,H-2313-2011
Joerg,Wrachtrup,Physics,"University of Stuttgart, Germany",,,
Johan,Debevere,Agricultural Sciences,"Ghent University, Belgium",,,
Johan,Ormel,Psychiatry/Psychology,"University Medical Center Groningen (UMCG), Netherlands",,http://www.researcherid.com/rid/C-6094-2013,C-6094-2013
Johann H,Jungclaus,Geosciences,"Max Planck Inst Meteorol, Germany",,,
Johann Sebastian,De Bono,Clinical Medicine,"Inst Canc Res, UK","Royal Marsden Hosp, UK",,
Johanna,Kuusisto,Molecular Biology & Genetics,"University of Eastern Finland, Finland",,,
Johannes,Brug,"Social Sciences, general","VU University Amsterdam, Netherlands",,,
Johannes,Lehmann,Environment/Ecology,"Cornell University, United States",,http://www.researcherid.com/rid/H-2682-2014,H-2682-2014
Johannes,Schneider,Geosciences,"Max Planck Inst Chem, Germany",,,
Johannes H C,Cornelissen,Environment/Ecology,"VU University Amsterdam, Netherlands",,,
John,Danesh,Clinical Medicine,"University of Cambridge, UK",,,
John,Hardy,Neuroscience & Behavior,"University College London, UK",,,
John,Lynch,"Social Sciences, general","University of Adelaide, Australia",,http://www.researcherid.com/rid/A-4797-2008,A-4797-2008
John,Ralph,Plant & Animal Science,"Great Lakes Bioenergy Res Ctr, USA","University of Wisconsin - Madison, USA; Wisconsin Bioenergy Initiat, USA",,
John,Robertson,Physics,"University of Cambridge, UK",,,
John,Urry,"Social Sciences, general","Lancaster University, UK",,,
John A,Kanis,Clinical Medicine,"The University of Sheffield, UK",,,
John A,List,Economics & Business,"University of Chicago, USA",,,
John A,Peacock,Space Science,"The University of Edinburgh, UK",,,
John A,Rogers,Materials Science,"University of Illinois at Urbana-Champaign, USA",,,
John A,Spertus,Clinical Medicine,"St Lukes Hosp, USA","University of Missouri - Kansas City, USA",,
John B,Buse,Clinical Medicine,"University of North Carolina at Chapel Hill, USA",,,
John B,Ohlrogge,Plant & Animal Science,"Michigan State University, USA",,,
John B,Pendry,Physics,"Imperial College London, UK",,,
John C,Barentine,Space Science,"The University of Texas at Austin, USA","ThAcEnWIN LLC, USA",,
John C,Lindon,Pharmacology & Toxicology,"Imperial College London, UK",,,
John C,Morris,Neuroscience & Behavior,"Washington University in St. Louis, USA",,,
John D,Storey,Mathematics,"Princeton University, USA",,,
John D E,Gabrieli,Neuroscience & Behavior,"Massachusetts Institute of Technology (MIT), USA",,,
John E,Brazier,Economics & Business,"The University of Sheffield, UK",,,
John F,Cryan,Pharmacology & Toxicology,"University College Cork, Ireland",,http://www.researcherid.com/rid/A-6950-2013,A-6950-2013
